,ID,MONTH,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,TARGET,T1,T2,T3,T4
863,1313,3.5,38.831869999999995,0.0,0.0,0.0,0.0,0.0,0.52007,0.0,0.0,0.0,0.0,0.53618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,38.36216,30.0,0.0,0.0,0.5,30.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,459.9374997,3.9556361000000004,1.3260494999999999,285.0,4.0,134.5,1.0,211129.0,2,7,4,69,879
864,1315,3.5,39.769000250000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.81187725,29.357455,0.0,0.0,1.0,0.0,0.0,28.5,0.0,0.0,0.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,207.3326914,1.2669606,0.0,167.0,2.0,228.0,3.0,101728.0,3,21,1,114,362
865,1316,3.5,55.3909041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.130205200000001,2.716578,0.0,0.0,1.0,0.0,70.93516,30.0,0.5,0.0,0.0,28.5,2.0,0.0,0.0,0.0,0.0,0.0,0.000522012,426.17334000000005,3.8144379,24.06708195,236.0,2.0,256.0,19.0,4326.0,3,18,1,63,783
866,1317,3.5,55.02364134999999,0.0,0.0,0.0,0.0,0.618102,0.0,0.0,0.0,0.0,0.0,0.6072,0.0,0.0,0.0,9.721941000000001,0.0,0.0,0.0,1.0,0.0,55.16527145,28.0,0.0,0.0,4.0,28.0,3.0,0.0,0.0,0.0,0.0,6.5,0.0,466.8723866,5.4781320000000004,8.098010949999999,175.0,3.5,115.0,6.5,2887974.0,2,7,1,63,1153
867,1318,3.5,35.5016531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.950924,17.26013735,0.0,0.0,1.0,0.0,45.95075,14.5,0.0,0.0,0.0,13.0,3.0,0.0,1.3258125,0.0,0.0,0.0,0.0,49.85332235,8.7786125,6.0555596,27.0,3.0,104.0,3.5,761993.0,1,11,4,69,1105
868,1319,4.0,58.033327500000006,0.0,0.0,0.0,0.0,0.0,0.0,23.26848425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8318599999999998,2.02502,0.0,0.0,0.0,0.0,59.93102,30.0,17.5,0.0,2.0,29.0,8.0,0.0,0.0,9.8772,0.0,0.0,726.0320281,262.5966654,11.9486016,21.81282075,204.5,16.0,220.0,29.0,1016515.0,2,18,4,114,242
869,1320,3.5,46.15646674999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.18704425,11.245840000000001,0.0,0.0,1.0,0.0,35.67,30.0,0.0,0.0,0.0,30.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,585.0838219,16.0438224,8.46768135,243.5,26.5,98.0,9.5,1452887.0,2,15,1,114,761
870,1321,3.5,43.612319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.799336,0.0,1.82876,0.0,0.0,1.0,0.0,41.358248,29.0,0.0,0.0,0.0,28.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,534.0008501,0.0,0.7078071,150.0,0.0,227.5,1.0,3114.0,2,1,1,63,149
871,1322,3.5,16.894251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22668739999999998,0.0,0.0,0.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,27.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,203.372952,0.30827790000000005,14.342248,154.0,1.0,121.0,7.0,294727.0,1,16,6,63,370
872,1325,3.5,6.36324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.886419999999999,0.0,0.0,1.0,0.0,0.0,10.5,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3453302,0.0,6.533026399999999,8.5,0.0,188.0,4.5,6748.0,2,7,6,114,122
873,1326,3.5,50.937328,0.0,0.0,0.0,0.0,1.512195,0.932725,0.0,0.0,2.511,0.0,3.1389299999999998,0.0,0.0,0.0,2.8983,0.47711499999999996,0.0,0.0,1.0,0.0,59.312355,22.5,26.5,13.5,3.0,16.0,13.5,0.0,0.0,0.0,0.0,4.0,510.9919159,93.97886319999999,45.3872359,3.1914863999999996,29.5,27.5,35.0,6.0,1452887.0,1,15,4,123,688
874,1327,3.5,176.62106915,0.0,0.0,0.0,0.0,1.5030050000000001,16.26253,0.0,0.0,99.74468340000001,0.0,18.888675,0.0,0.0,24.34875,11.03256,0.4742525,0.0,0.0,1.0,0.0,197.09325,29.0,29.5,29.0,18.5,29.0,4.5,0.0,0.0,0.0,0.0,86.0,2499.162862,972.2246306,8.24307985,11.5779327,259.5,7.0,100.0,6.0,1016515.0,0,18,4,63,488
875,1329,3.5,37.7687327,0.0,0.0,0.0,1.057518,0.0,0.0,0.2931606,0.0,0.0,0.0,2.315885,0.0,0.0,0.0,0.0,3.3702250000000005,0.0,0.0,0.0,0.0,45.4655,30.0,1.0,0.0,1.0,30.0,0.5,0.0,0.0,0.0,0.0,3.5,0.005521698499999999,557.22424,0.0,12.72261145,269.5,0.0,328.0,9.0,11390.0,1,16,6,63,1147
876,1330,3.5,22.985772500000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12211,0.0,0.0,0.0,1.0,0.0,48.038500000000006,30.0,0.0,0.0,0.0,30.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,364.4400885,3.08344185,15.4993896,279.5,2.0,174.5,12.5,796.0,0,2,6,63,923
877,1335,3.5,47.21409475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.69097,0.0,0.0,1.0,0.0,42.91225,19.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.77998305,0.241956,0.0,40.0,0.5,46.5,0.0,585.0,1,21,6,63,289
878,1336,3.5,33.1284728,0.0,0.0,0.0,0.0,1.6077679999999999,4.407171999999999,0.0,0.0,0.0,0.0,5.91968,0.0,0.0,0.0,3.1923756,1.7414885,0.0,0.0,1.0,0.0,34.338098,30.5,26.0,0.0,6.0,30.5,3.0,0.0,0.0,0.0,0.0,13.0,37.626594804999996,781.2703572,1.6066782000000002,5.857003700000001,338.0,3.0,111.0,2.0,269942.0,1,5,6,114,1199
879,1337,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,1896.0,2,2,1,63,514
880,1339,3.5,23.6095165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.731293,0.0,0.0,0.0,1.0,0.0,17.808373500000002,28.5,0.0,0.0,0.0,27.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,175.8324596,2.1498255,1.8442438,112.5,4.0,109.5,1.0,52098.0,2,3,4,60,1220
881,1340,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19203.0,1,13,4,47,116
882,1343,3.5,35.40102,0.0,0.0,0.0,0.0,1.04349,0.0,0.0,0.0,0.0,0.0,1.96502,0.0,0.0,0.0,1.468768,0.0,0.0,0.0,1.0,0.0,43.692499999999995,13.0,26.5,27.5,2.0,11.5,2.0,0.0,0.0,0.0,0.0,2.5,109.305830225,79.2252135,3.4982135999999997,4.26934735,17.5,2.0,11.5,4.0,3782.0,3,18,4,69,138
883,1344,3.5,25.31734875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.131333,0.0,0.0,0.0,1.0,0.0,9.596499999999999,30.5,0.0,0.0,0.5,30.5,9.0,0.0,0.0,0.0,0.0,1.0,0.0,688.827876,6.38411565,4.046621,339.5,16.0,192.5,6.5,23404.0,1,19,1,63,149
884,1345,3.5,137.8006141,0.0,0.0,0.0,0.0,0.0,0.45374,65.6239899,0.0,40.567634999999996,0.0,0.49685,0.0,0.0,0.0,9.6096,0.0,0.0,0.0,1.0,0.0,139.98427500000003,30.0,11.5,0.0,0.5,30.0,2.0,0.0,0.0,0.0,0.0,0.5,43.97884335,1633.6567639999998,14.849827300000001,12.65143315,237.0,5.0,165.5,7.5,343.0,2,22,4,114,552
885,1347,3.5,34.75415325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20.5,0.0,0.0,0.0,20.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,482.01846745,1.5704278,0.5211521,55.5,3.0,58.0,1.0,2887974.0,2,7,6,26,485
886,1348,3.5,47.689688000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.527716,0.0,0.0,0.0,1.0,0.0,46.06125,30.0,0.0,0.0,1.5,30.0,5.0,0.0,0.0,37.112399999999994,0.0,2.5,0.0,223.82889749999998,6.7668384,9.8683518,230.5,6.5,277.0,14.0,225216.0,1,3,1,114,660
887,1349,3.5,32.483953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.678563,0.0,0.0,1.0,0.0,15.29145,29.0,1.5,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9722408035000003,469.49604940000006,0.0,0.0,150.0,0.0,134.0,0.0,1457.0,2,14,4,60,20
888,1351,3.5,36.769362650000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2304362,0.25388325,0.0,0.0,1.0,0.0,0.5752991,10.5,0.0,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.841152349999998,0.0,0.0,20.0,0.5,15.0,0.0,519.0,1,0,1,63,783
889,1352,3.5,74.60237679999999,0.0,0.0,0.0,0.0,0.0,1.1140079999999999,18.04885515,0.0,1.38363,0.0,0.766824,0.0,0.0,0.0,0.0,1.2774649999999999,0.0,0.0,1.0,0.0,68.1454122,29.0,0.5,0.0,1.5,29.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0005120155000000001,175.15703720000002,0.0,5.572491299999999,113.0,0.0,141.5,6.5,34909.0,2,13,6,114,835
890,1357,3.5,19.278665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,35.685390000000005,29.0,11.0,2.5,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,912.89681405,191.78021779999997,0.0,0.0,102.0,0.0,150.0,0.0,43090.0,2,21,4,114,1049
891,1358,3.5,95.1553152,0.0,0.0,0.0,0.0,0.0,0.2670935,19.949472,0.0,30.780855,0.0,0.5290619000000001,0.0,0.0,0.0,3.0746810499999997,30.050276,0.0,0.0,1.0,0.0,144.660205,30.5,13.5,13.5,1.0,30.0,5.0,0.0,5.7283599999999995,0.0,0.0,1.0,79.8050822,833.2074524,3.3281583500000003,56.65134690000001,126.0,6.0,166.0,51.0,989769.0,2,4,4,69,1146
892,1359,3.5,29.82624065,0.0,0.0,0.0,0.0,0.0,0.0,3.2199948000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25.91175,25.5,0.0,0.0,0.0,25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0027293,0.0,0.0,56.5,0.0,91.0,0.0,1626.0,2,19,1,63,1356
893,1361,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016515.0,3,18,6,114,873
894,1363,3.5,41.51633625,0.0,0.0,0.0,0.0,1.461205,1.06963,0.0,0.0,0.0,0.0,4.2529200000000005,0.0,0.0,0.0,28.4636555,0.0,0.0,0.0,1.0,0.0,48.532015,30.0,0.0,0.0,5.0,30.0,16.5,0.0,0.0,0.0,0.0,9.5,0.0,761.8299072,52.2039111,26.323278000000002,282.5,28.0,268.5,29.0,494763.0,2,24,6,114,962
895,1366,3.5,69.6610285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3796336,42.2356875,0.0,0.0,1.0,0.0,83.367016,31.0,0.0,0.0,0.0,30.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,318.67969760000005,9.596685,5.866336,239.5,12.0,331.5,7.0,2356.0,1,6,1,63,9
896,1368,3.5,20.29694,0.0,0.0,0.0,0.0,0.0,2.7026043,6.59526295,0.0,4.427055,0.0,2.80973295,0.0,0.0,0.0,0.0,1.3892799999999998,0.0,0.0,1.0,0.0,73.077495,30.0,7.5,2.0,8.0,30.0,1.0,0.0,0.0,40.391999999999996,0.0,36.0,112.130075365,564.931445,0.5873413,10.5013464,321.5,1.0,289.0,9.0,9499.0,2,20,1,93,1032
897,1370,3.5,1.70389465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,647727.0,2,4,4,69,749
898,1371,3.5,22.8093126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.308216499999997,0.0,0.0,1.0,0.0,4.16604,14.0,0.0,0.0,0.0,14.0,0.0,3.8313396,0.0,0.0,0.0,0.0,0.0,189.697577,0.0,3.6476347999999996,26.0,0.0,120.5,2.0,17044.0,1,23,6,63,1149
899,1373,3.5,28.3000191,0.0,0.0,0.0,0.0,0.0,0.0,3.8667168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47048999999999996,0.0,0.0,0.0,1.0,0.0,16.885695,30.0,0.0,0.0,0.0,30.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2507.1771280000003,0.8986512500000001,1.9315457999999999,347.5,0.5,244.0,3.0,729429.0,1,17,1,63,1356
900,1374,3.5,43.334775699999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.784870199999999,2.9946052499999998,0.0,0.0,1.0,0.0,44.33231,30.0,0.0,0.0,0.0,29.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1053.364288,4.905678400000001,10.99283535,220.0,2.5,129.0,10.0,2309.0,3,7,6,63,1353
901,1375,3.5,155.13918,0.0,0.0,0.0,3.430295,0.390452,4.41629,0.431332,0.0,0.0,0.0,11.11326,0.0,0.0,0.0,15.011350199999999,8.105391749999999,0.0,0.0,1.0,0.0,156.6406471,30.5,29.0,28.0,8.0,31.0,7.0,0.0,0.0,36.3945,0.0,12.0,432.1886904,837.9052056999999,8.438951849999999,5.94874285,446.5,8.0,349.5,6.5,29256.0,2,17,4,73,1297
902,1377,3.5,21.664316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.869565,0.0,0.0,0.0,0.0,0.0,0.0,4.7907075,0.0,0.0,1.0,0.0,20.744245,24.5,11.0,11.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,147.26681240000002,72.9876359,0.0,30.97487,135.5,0.0,215.0,40.0,267735.0,1,21,4,123,166
903,1378,3.5,45.7788652,0.0,0.0,0.0,0.0,0.0,5.274805000000001,10.04003,0.0,3.02628,0.0,5.3445149999999995,0.0,0.0,0.0,2.666932,1.8399,0.0,0.0,1.0,0.0,49.20998,30.5,22.5,23.0,7.5,30.5,2.0,0.0,0.0,0.0,0.0,11.0,336.6451421,1264.150459,4.1864403,9.59776535,183.5,3.5,135.0,15.0,1016515.0,2,18,4,38,947
904,1380,3.5,130.9602769,0.0,0.0,0.0,0.0,0.0,0.0,11.9911605,0.0,0.0,0.0,0.316761,0.0,0.0,0.0,36.3390444,1.87238605,0.0,0.0,1.0,0.0,128.546328,26.5,2.5,0.0,1.5,22.5,12.0,0.0,0.0,0.0,0.0,2.0,0.27810192899999997,38.8434974,41.1678761,41.7255268,46.0,31.0,195.0,35.5,52165.0,1,7,6,114,1177
905,1381,3.5,63.833093000000005,0.0,0.0,0.0,0.0,0.0,0.284346,0.0,0.0,1.47708,0.0,0.0,0.0,0.0,0.0,5.0372325,53.908175,0.0,0.0,1.0,0.0,74.34775,27.0,0.5,0.0,0.5,27.0,1.5,0.0,0.0,0.0,0.0,0.5,0.092385231,225.71893649999998,2.3037002500000003,19.89218225,83.5,1.5,87.5,11.0,28286.0,3,23,4,114,1259
906,1383,3.5,43.675125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7449723,0.0,0.0,0.0,1.0,0.0,45.27465,30.0,0.0,0.0,0.0,30.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,453.86386100000004,0.07245975,2.1864033000000003,136.5,1.0,166.0,4.5,795.0,2,10,6,63,923
907,1384,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,30.334776995,5.4391110000000005,0.0,20.3207472,11.0,0.0,128.0,19.0,989769.0,3,4,1,36,654
908,1388,3.5,17.387545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86115575,0.0,0.0,0.0,1.0,0.0,16.021349999999998,27.5,0.0,1.0,0.5,28.0,1.0,0.0,0.0,0.0,0.0,0.0,15.69043911,302.48316980000004,3.5829166000000003,12.31022375,102.0,2.5,118.5,7.0,50086.0,1,18,4,73,271
909,1389,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8127911999999999,0.0,0.0,2.0,0.0,26.0,0.0,112.0,1,15,0,11,105
910,1391,3.5,21.691962750000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.72675,29.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625.5629296,0.0,4.7838125,68.0,0.0,16.0,2.0,294962.0,1,3,1,2,69
911,1392,3.5,39.3901965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,31.0,23.0,19.0,0.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,2493.1930644999998,1351.177617,0.0,41.43751725,402.0,0.0,328.5,29.0,729429.0,3,17,6,26,269
912,1393,3.5,18.0209292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3935272,0.0,0.0,1.0,0.0,47.3365,14.5,0.0,0.0,0.0,14.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,100.865502,0.0,1.3982744,23.0,0.0,60.5,1.5,688.0,2,14,6,63,558
913,1397,5.0,36.101246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.548599,0.0,0.0,0.0,0.0,0.0,22.09753,22.0,0.0,0.0,1.0,19.0,12.0,0.0,0.0,0.0,0.0,0.5,0.0,120.9365178,35.274335799999996,0.49094,32.0,28.0,15.0,1.0,1452887.0,1,15,1,63,561
914,1398,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6219788,0.0,2.8050137,2.5,0.0,7.0,5.5,2887974.0,2,7,6,114,796
915,1399,3.5,34.59724610000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5898689,0.0,0.0,0.0,1.0,0.0,34.96605,30.0,0.0,0.0,0.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,664.89551695,1.9562734499999999,2.4238919,196.0,3.0,391.0,1.5,5318.0,2,21,1,63,758
916,1400,3.5,128.5932817,0.0,0.0,0.0,0.0,0.0,0.97864,0.0,0.0,22.30861,0.0,1.608447,0.0,0.0,0.0,2.673972,4.8001575,0.0,0.0,1.0,0.0,116.96136000000001,28.5,18.0,12.5,2.0,28.0,3.0,0.0,0.0,23.665750000000003,0.0,3.0,1336.4044163,223.942678,1.91052715,1.4049158,167.0,3.0,148.0,2.0,989769.0,0,4,4,123,744
917,1402,3.5,47.147304999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.395561,6.79687,0.0,0.0,0.0,0.0,52.37,21.0,0.0,0.0,0.0,19.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,127.90354645000001,22.872398399999998,2.3648968000000004,51.5,12.0,31.5,2.5,1016515.0,0,18,4,123,914
918,1403,3.5,63.850704,0.0,0.0,0.0,0.0,0.0,1.606685,0.0,0.0,10.5888,0.0,2.18127,0.0,0.0,0.0,1.492845,0.0,0.0,0.0,1.0,0.0,62.0289,29.5,26.0,26.0,2.0,29.5,1.5,0.0,0.0,0.0,0.0,4.0,933.2431187999999,192.43982165,2.1968359499999996,2.927145,198.0,2.0,155.0,5.0,2126.0,1,4,4,123,914
919,1406,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.5,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.03870535,0.0,0.0,10.5,0.0,28.0,0.0,3895.0,1,4,4,69,749
920,1407,3.5,45.1026756,0.0,0.0,0.0,0.0,0.0,0.0,4.47946005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,46.12032000000001,31.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558.6840353499999,0.0,0.7980734,190.5,0.0,151.0,1.5,2514.0,1,21,1,43,620
921,1408,3.5,51.89703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5287,0.0,0.0,0.0,1.6308375,4.10927,0.0,0.0,1.0,0.0,58.9572,24.5,0.5,0.0,0.5,25.0,1.0,0.0,0.0,0.0,0.0,0.5,24.420344355,271.43434820000004,0.5470291500000001,28.691673,57.0,1.0,86.0,11.5,989769.0,2,4,4,48,368
922,1411,3.5,58.1152,0.0,0.0,0.0,0.0,0.0,0.0,1.0729449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8566230000000004,0.53585,0.0,0.0,1.0,0.0,62.511975,29.5,24.0,5.5,0.5,30.0,3.0,0.0,0.0,0.0,0.0,0.0,264.69559975,422.9374395,5.122617099999999,3.9023268,178.0,8.0,174.0,7.0,1749.0,0,17,4,69,879
923,1412,3.5,15.00165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2979.85392,0.0,0.0,222.0,0.0,11.0,0.0,618.0,1,3,6,114,987
924,1413,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.5,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3482756,0.0,0.0,4.0,0.0,4.5,0.0,2682.0,1,15,6,114,494
925,1414,3.5,37.642152100000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9562,0.0,0.0,0.0,1.0,0.0,36.054905,31.0,0.0,0.0,0.0,31.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1814.714675,3.6838415999999996,3.745311,529.0,2.5,198.5,1.0,3393.0,2,17,1,63,1074
926,1415,3.5,52.789143100000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,49.69775,29.5,17.5,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,27.04885509,257.32625725,0.0,0.7335391,175.0,0.0,237.5,1.0,571.0,1,20,6,63,458
927,1417,3.5,2.0192994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1717688,1.1460157499999999,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.890011500000001,0.025105250000000003,0.371268,10.0,0.5,41.5,0.5,6836.0,3,15,6,63,852
928,1418,3.5,35.25979475,0.0,0.0,0.0,0.0,0.0,0.94258755,0.0,0.0,5.214555000000001,0.0,1.0075861,0.0,0.0,0.0,9.0578922,22.073520000000002,0.0,0.0,1.0,0.0,41.732805,19.0,3.5,0.0,1.0,18.0,3.5,0.0,0.0,0.0,0.0,2.0,19.80394729,116.70686814999999,4.3945910999999995,0.38639065000000006,37.5,4.0,55.5,1.0,729429.0,0,17,1,63,1153
929,1419,3.5,147.04570404999998,0.0,0.0,0.0,0.0,0.7421828500000001,11.333461699999999,4.7893115,0.0,48.53769,0.0,12.0044364,0.0,0.0,0.0,15.2404215,38.374158,0.0,0.0,1.0,0.0,148.050365,30.0,30.0,27.0,25.0,30.0,11.0,0.0,0.0,0.0,0.0,131.0,615.6791327000001,608.6043222,36.051922999999995,57.7494571,379.5,12.0,449.5,42.0,2887974.0,3,7,4,114,828
